Unnamed: 0,carat,cut,color,clarity,depth,table,x,y,z,price
23053,0.42,Premium,D,SI1,61.9,59.0,4.76,4.81,2.96,810
13914,0.46,Ideal,H,VS2,61.5,55.0,4.98,5.01,3.07,1252
24407,1.23,Ideal,H,VS1,60.6,57.0,6.94,6.98,4.22,7803
13172,0.33,Premium,I,SI1,61.3,59.0,4.46,4.51,2.75,445
13128,0.71,Premium,H,IF,60.2,61.0,5.8,5.76,3.48,3384
23063,0.9,Premium,H,VS2,62.3,58.0,6.18,6.09,3.82,3919
9484,0.7,Premium,H,VS1,61.9,56.0,5.7,5.67,3.52,2367
18638,0.9,Good,F,SI2,57.9,62.0,6.23,6.35,3.64,3470
7531,1.02,Premium,G,VVS1,62.1,59.0,6.39,6.36,3.96,8005
19872,0.5,Premium,F,VVS2,60.9,58.0,5.13,5.09,3.11,2016
18425,0.33,Very Good,G,IF,62.6,55.0,4.41,4.44,2.77,898
13728,1.66,Good,F,I1,62.1,57.7,7.56,7.6,4.71,6025
3781,1.09,Very Good,G,VS1,62.5,59.0,6.56,6.59,4.11,6546
16101,0.8,Premium,E,VS1,61.7,58.0,5.98,5.95,3.68,3967
19887,0.64,Ideal,G,VS1,62.3,54.0,5.54,5.56,3.46,2155
16747,0.3,Ideal,G,VS1,60.9,57.0,4.34,4.36,2.65,624
18467,1.03,Premium,H,SI1,62.5,59.0,6.46,6.41,4.02,5129
25048,1.01,Premium,E,SI1,59.6,59.0,6.53,6.46,3.87,4853
22555,1.51,Fair,E,VS2,65.0,58.0,7.06,7.12,4.61,12829
20173,1.22,Ideal,G,VVS1,61.1,56.0,6.91,6.94,4.23,10888
464,0.9,Very Good,H,VS2,62.6,59.0,6.07,6.16,3.83,5502
22796,0.41,Premium,F,VVS2,62.4,58.0,4.7,4.76,2.95,1115
13705,0.31,Very Good,F,VS2,61.5,56.0,4.34,4.41,2.69,625
19239,1.17,Ideal,I,SI1,61.7,56.0,6.73,6.78,4.17,6405
26682,0.53,Premium,F,SI1,62.2,58.0,5.19,5.16,3.22,1266
26298,0.31,Very Good,H,VVS1,63.3,56.0,4.32,4.3,2.73,907
25027,0.9,Ideal,F,VS2,62.3,56.0,6.17,6.19,3.85,6830
3930,1.54,Very Good,D,VS1,59.1,59.0,7.51,7.55,4.45,16750
5836,0.33,Ideal,F,VVS1,62.5,54.0,4.43,4.46,2.78,880
24813,0.73,Ideal,D,SI1,61.2,57.0,5.79,5.81,3.55,2947
26095,1.01,Ideal,I,VS1,62.6,56.0,6.42,6.36,4.0,4808
18428,0.56,Ideal,F,SI1,61.5,55.0,5.32,5.35,3.28,1365
7810,0.52,Ideal,D,SI1,61.8,56.0,5.18,5.15,3.19,1605
26914,0.64,Very Good,I,SI1,63.0,57.0,5.47,5.52,3.46,1390
20828,0.33,Very Good,F,VVS2,63.5,54.0,4.42,4.37,2.79,694
5149,1.03,Very Good,F,SI2,63.1,57.0,6.42,6.38,4.04,3668
15622,0.32,Premium,H,VS1,61.3,60.0,4.33,4.38,2.67,561
23254,0.31,Ideal,G,IF,62.6,53.0,4.36,4.39,2.74,891
17735,0.5,Ideal,E,VS2,61.0,56.0,5.17,5.12,3.14,1629
19478,0.9,Premium,I,VS2,62.4,58.0,6.16,6.22,3.86,3539
23178,0.32,Ideal,E,VS1,61.8,55.0,4.4,4.43,2.73,758
24310,0.53,Ideal,F,VS2,61.2,56.0,5.22,5.25,3.2,1655
9399,0.31,Ideal,H,VVS1,62.0,55.0,4.34,4.37,2.7,671
4682,1.08,Premium,H,VS1,58.6,60.0,6.84,6.78,3.99,5818
10653,0.46,Ideal,H,VVS1,62.3,54.0,4.96,4.99,3.1,1227
3350,1.22,Ideal,H,SI2,61.7,56.0,6.87,6.93,4.26,5502
22862,1.0,Very Good,D,SI1,60.5,58.0,6.42,6.48,3.9,5755
3920,0.82,Ideal,I,SI1,61.8,55.0,6.0,6.03,3.72,2959
5681,0.24,Very Good,D,VVS2,58.7,61.0,4.04,4.07,2.38,485
19679,0.33,Premium,H,VS2,62.3,58.0,4.38,4.41,2.74,521
13317,0.31,Ideal,G,VVS1,61.8,55.0,4.35,4.39,2.7,743
7187,0.3,Ideal,G,VS1,61.8,56.0,4.31,4.33,2.67,624
2022,0.52,Ideal,G,VS2,60.8,57.0,5.19,5.21,3.16,1595
15795,0.4,Good,D,SI2,63.8,54.0,4.73,4.7,3.01,798
12721,2.1,Premium,J,VS2,58.3,54.0,8.49,8.45,4.94,12401
14408,0.91,Good,E,SI2,63.9,61.0,6.03,6.09,3.87,3538
12087,0.33,Ideal,H,SI1,60.6,56.0,4.46,4.49,2.72,564
26606,0.4,Ideal,G,SI1,60.2,56.0,4.77,4.83,2.89,702
5024,0.41,Premium,F,VS1,62.7,58.0,4.77,4.74,2.98,1076
9520,0.3,Premium,D,VS2,62.3,58.0,4.32,4.29,2.68,911
8387,1.2,Very Good,D,SI2,63.5,59.0,6.61,6.56,4.18,4758
610,1.52,Good,G,SI1,64.4,59.0,7.18,7.25,4.65,9368
26813,0.28,Very Good,F,VVS2,59.7,59.0,4.26,4.28,2.55,642
26471,0.38,Ideal,D,SI1,61.8,55.0,4.67,4.69,2.89,884
14604,1.0,Good,J,VVS1,63.5,59.0,6.29,6.34,4.01,4633
11500,0.41,Premium,D,VVS1,62.3,53.0,4.78,4.75,2.97,1582
21735,0.41,Premium,D,SI2,62.3,58.0,4.77,4.74,2.96,876
10098,0.9,Good,G,VS2,60.8,56.0,6.14,6.19,3.75,4210
2545,1.08,Ideal,G,VS2,62.3,57.0,6.53,6.57,4.08,7295
23154,0.73,Ideal,E,SI2,61.0,57.0,5.81,5.87,3.56,2434
20397,1.36,Ideal,F,VVS2,61.6,56.0,7.17,7.08,4.39,12608
13600,1.51,Fair,H,VS2,65.6,56.0,7.08,4.7,4.0,7188
18436,1.04,Very Good,F,VS2,61.0,60.0,6.54,6.48,3.97,6361
1999,0.7,Ideal,E,SI1,61.9,55.0,5.74,5.77,3.56,2537
22547,1.51,Premium,H,VS2,60.2,60.0,7.5,7.38,4.48,10951
11092,0.42,Premium,E,SI1,62.7,59.0,4.79,4.78,3.0,992
17883,0.7,Ideal,F,SI1,62.6,56.0,5.66,5.69,3.55,2089
3788,1.01,Very Good,G,VS2,63.1,60.0,6.36,6.31,4.0,6108
2949,0.52,Ideal,F,IF,61.7,57.0,5.13,5.17,3.18,2733
9206,0.5,Very Good,G,SI1,62.8,56.0,5.05,5.08,3.18,1237
3766,0.5,Very Good,E,VS2,62.9,59.0,5.06,5.09,3.19,1624
8011,1.5,Good,H,VS2,63.9,59.0,7.25,7.18,4.61,8165
6556,0.42,Premium,I,SI1,61.2,60.0,4.82,4.78,2.94,803
13807,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,3504
21809,1.2,Premium,H,SI1,62.9,55.0,6.77,6.74,4.25,5975
2194,1.02,Premium,E,SI1,61.5,58.0,6.51,6.46,3.99,5278
5445,1.51,Very Good,H,VVS1,61.5,58.0,7.3,7.39,4.52,12981
19249,0.9,Good,D,SI1,63.2,62.0,6.06,6.13,3.85,4068
14187,0.42,Ideal,D,VS2,62.2,55.0,4.75,4.8,2.97,1031
2328,0.31,Very Good,G,VS1,62.7,54.0,4.35,4.36,2.73,542
14006,2.0,Premium,I,VS2,60.7,60.0,8.02,8.07,4.88,16544
12919,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,382
7647,1.51,Very Good,E,VS2,62.4,59.0,7.26,7.36,4.56,14709
20628,1.51,Fair,I,VS2,,60.0,7.18,7.1,4.63,8879
13784,0.79,Ideal,G,SI1,62.3,57.0,5.9,5.85,3.66,2898
443,0.5,Very Good,D,VS2,63.8,56.0,5.05,5.08,3.23,1580
21389,1.3,Ideal,G,VS1,62.0,55.0,6.98,7.02,4.34,10038
7841,0.38,Premium,F,VVS1,61.6,58.0,4.66,4.63,2.86,1257
14771,0.31,Good,E,VVS1,59.0,59.0,4.4,4.42,2.6,826
15185,0.3,Ideal,E,VS2,62.1,53.6,4.3,4.35,2.69,652
14940,0.7,Good,H,SI1,63.8,58.0,5.66,5.59,3.59,2176
23138,0.31,Premium,E,VVS1,61.3,58.0,4.39,4.36,2.68,988
13743,0.3,Premium,J,VS1,63.0,59.0,4.27,4.24,2.68,506
2388,0.72,Ideal,E,VS1,62.6,55.0,5.7,5.73,3.58,3275
17438,0.64,Ideal,H,SI2,60.8,56.0,5.57,5.61,3.4,1125
21242,1.0,Premium,G,VS2,61.6,54.0,6.49,6.46,3.99,6216
4305,0.31,Ideal,F,IF,61.2,56.0,4.37,4.39,2.68,914
3908,1.0,Premium,D,SI1,62.3,60.0,6.23,6.19,3.87,4469
232,0.38,Ideal,F,VS2,62.2,54.0,4.64,4.66,2.89,870
24322,0.7,Ideal,I,VS2,62.0,54.1,5.7,5.73,3.55,2240
12878,1.68,Ideal,H,VS2,61.3,56.0,7.77,7.67,4.73,13427
21785,0.41,Premium,D,SI2,61.9,58.0,4.73,4.71,2.92,876
6880,0.4,Very Good,H,VVS1,62.9,56.0,4.69,4.72,2.96,954
10858,0.72,Very Good,E,SI1,62.0,57.0,5.73,5.76,3.56,2562
4700,0.3,Ideal,E,VVS2,62.3,54.1,4.28,4.34,2.69,779
9867,0.52,Ideal,D,SI1,62.4,57.0,5.14,5.18,3.22,1600
19289,0.5,Premium,D,VS2,61.3,61.0,5.1,5.04,3.11,1980
4914,1.12,Ideal,G,SI2,61.3,55.0,6.74,6.7,4.12,4990
26173,1.5,Premium,G,SI1,60.0,61.0,7.48,7.43,4.47,9954
7148,0.3,Ideal,H,VS2,62.3,57.0,4.25,4.29,2.66,491
5569,1.0,Very Good,E,SI1,63.3,57.0,6.28,6.32,3.99,5113
1868,0.4,Ideal,F,VVS1,61.3,55.0,4.78,4.75,2.92,1323
14564,1.2,Very Good,I,SI1,62.4,59.0,6.73,6.79,4.22,5816
19776,0.57,Ideal,G,VS1,59.3,57.0,5.42,5.45,3.23,1942
19780,0.41,Ideal,G,VS2,59.8,57.0,4.85,4.81,2.89,1061
8527,1.48,Premium,I,SI2,61.3,58.0,7.39,7.32,4.51,7086
2428,0.62,Ideal,E,SI1,60.7,56.0,5.54,5.57,3.37,2156
26788,1.6,Ideal,J,SI1,62.8,55.0,7.48,7.42,4.68,8418
24631,1.72,Ideal,G,SI2,62.8,59.0,7.62,7.55,4.76,10268
14273,0.6,Ideal,E,SI2,62.5,57.0,5.37,5.39,3.36,1385
22414,0.72,Ideal,H,SI1,61.8,54.0,5.76,5.8,3.57,2359
12380,0.3,Premium,H,VS1,62.2,60.0,4.29,4.23,2.65,675
2201,0.92,Very Good,D,SI2,60.2,61.0,6.27,6.32,3.79,3057
24682,0.37,Ideal,E,VVS2,62.2,56.0,4.63,4.6,2.87,1082
5094,0.3,Very Good,H,SI1,63.4,57.0,4.31,4.27,2.72,540
9580,0.42,Premium,G,VS1,60.5,59.0,4.79,4.83,2.91,921
1298,0.52,Very Good,G,SI1,61.9,59.0,5.08,5.13,3.16,1232
12576,1.0,Fair,G,VS1,64.4,56.0,6.31,6.26,4.05,5908
3860,2.34,Ideal,H,I1,62.4,55.0,8.51,8.44,5.29,11221
8317,0.53,Premium,H,SI2,62.5,60.0,5.18,5.16,3.23,1113
1777,1.09,Ideal,H,VS2,61.3,56.0,6.57,6.63,4.05,6288
2337,0.24,Ideal,H,IF,62.1,57.0,4.0,4.04,2.5,504
12772,1.16,Ideal,G,VS2,61.7,57.0,6.8,6.72,4.17,7243
1005,0.6,Ideal,I,SI1,62.2,58.0,5.37,5.41,3.35,1342
8236,1.55,Ideal,D,SI1,61.7,57.0,7.47,7.43,4.59,9565
12995,1.2,Very Good,H,SI1,63.3,56.0,6.75,6.72,4.26,4637
2882,1.36,Premium,G,I1,62.1,57.0,7.11,7.06,4.4,4509
15141,0.34,Ideal,G,VS2,62.4,57.0,4.48,4.46,2.79,663
22966,1.24,Premium,F,SI2,62.7,59.0,6.83,6.77,4.26,4907
16910,0.41,Premium,F,VS2,60.3,58.0,4.85,4.8,2.91,1107
1137,0.31,Good,J,SI2,63.3,58.0,4.34,4.35,2.75,335
18156,0.31,Ideal,G,VVS1,60.8,56.0,4.41,4.43,2.69,772
7572,0.36,Premium,D,SI1,60.4,58.0,4.64,4.6,2.79,851
13713,1.6,Ideal,F,SI2,61.7,56.0,7.5,7.53,4.64,10472
7899,0.92,Good,D,SI1,60.2,56.0,6.28,6.32,3.79,5259
6252,0.39,Premium,H,SI2,61.2,58.0,4.51,6.02,4.44,468
4582,1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
11911,0.37,Premium,E,VVS2,60.9,59.0,4.61,4.65,2.82,844
12520,0.3,Ideal,D,VS2,62.3,58.0,4.25,4.29,2.66,670
4814,1.08,Ideal,G,VVS1,61.6,56.0,6.6,6.65,4.08,8347
10940,1.2,Ideal,H,SI1,62.0,58.0,6.78,6.83,4.22,6450
24785,2.37,Ideal,J,SI1,61.9,55.0,8.53,8.56,5.29,18508
6352,0.32,Premium,D,VS2,62.0,57.0,4.42,4.38,2.73,972
3830,1.01,Ideal,G,VS2,61.8,56.0,6.45,6.42,3.98,6108
493,0.7,Very Good,G,VVS2,60.8,57.0,5.72,5.76,3.49,2931
1823,0.33,Ideal,E,VS1,62.3,53.8,4.42,4.44,2.76,771
19007,0.5,Very Good,E,VS2,62.9,60.0,5.07,5.1,3.2,1559
20374,0.6,Premium,E,VVS2,62.4,61.0,5.36,5.31,3.33,2393
1991,1.01,Premium,E,VS2,62.0,59.0,6.44,6.46,4.0,6666
7273,0.72,Ideal,E,SI1,62.6,56.0,5.7,5.73,3.58,2907
4780,1.51,Very Good,D,VS2,63.2,57.0,7.27,7.25,4.59,12311
17428,1.0,Very Good,G,VS2,63.0,58.0,6.33,6.4,4.01,5940
16475,0.36,Very Good,G,SI1,63.3,56.0,4.53,4.5,2.86,689
13342,0.41,Very Good,F,VVS2,60.3,58.0,4.79,4.83,2.9,1115
12376,0.34,Ideal,D,I1,62.5,57.0,4.49,4.47,2.8,530
6860,0.74,Very Good,E,SI2,61.0,57.0,5.83,5.88,3.57,2574
5471,1.16,Premium,H,I1,61.7,62.0,6.68,6.64,4.11,2368
24015,1.22,Ideal,G,VVS1,61.5,56.0,6.86,6.9,4.23,12081
22390,1.04,Ideal,F,SI1,61.3,56.0,6.51,6.55,4.0,5495
23022,0.74,Ideal,G,VS2,61.3,55.0,5.82,5.89,3.59,2604
11420,2.01,Very Good,I,SI1,64.1,57.0,7.89,7.94,5.07,15145
7716,1.0,Ideal,F,SI2,61.2,57.0,6.39,6.48,3.94,4372
19262,0.78,Ideal,E,VS2,62.1,54.0,5.92,5.94,3.68,3159
4616,2.14,Fair,H,I1,66.4,56.0,8.0,7.92,5.29,6328
13239,0.7,Premium,H,SI1,62.0,58.0,5.65,5.71,3.52,2155
4449,0.23,Good,F,VVS1,58.1,52.0,4.03,4.1,2.36,458
21515,0.53,Ideal,F,VS1,62.1,57.0,5.21,5.16,3.22,1908
8626,0.33,Good,F,VS2,59.5,61.0,4.49,4.54,2.68,643
13366,0.72,Very Good,F,VS1,62.1,59.0,5.69,5.74,3.55,3059
13186,0.5,Premium,E,VS2,62.7,59.0,5.02,5.06,3.16,1559
3087,1.51,Very Good,G,VS2,62.8,57.0,7.25,7.3,4.57,11923
24427,1.01,Very Good,F,VS1,63.2,58.0,6.32,6.34,4.0,7107
11358,0.26,Very Good,E,VVS2,64.3,57.0,3.99,4.03,2.58,547
13183,0.56,Ideal,H,VS1,60.2,57.0,5.38,5.35,3.23,1888
11287,0.23,Ideal,E,VVS2,62.8,57.0,3.91,3.96,2.47,530
22000,0.3,Ideal,E,VS1,61.8,56.0,4.32,4.35,2.68,670
25778,0.9,Very Good,H,VVS2,62.4,58.0,6.12,6.15,3.83,4740
10710,1.01,Very Good,H,SI1,63.5,62.0,6.36,6.24,4.0,4513
13751,0.54,Premium,E,VS2,60.7,56.0,5.32,5.29,3.22,1760
11852,0.36,Premium,F,SI1,61.1,60.0,4.62,4.57,2.81,616
20446,2.07,Good,I,SI1,63.6,58.0,8.09,7.99,5.11,13993
22960,0.9,Good,H,SI2,60.4,61.0,6.14,6.22,3.73,3114
2146,0.75,Ideal,E,VS2,61.6,57.0,5.84,5.81,3.59,2940
22388,0.32,Good,E,SI1,63.1,54.0,4.37,4.41,2.77,524
25611,0.31,Ideal,E,VS2,61.8,55.0,4.35,4.39,2.7,680
21216,1.22,Premium,I,VS2,62.3,59.0,6.79,6.83,4.24,5832
19435,1.54,Very Good,F,SI2,,58.0,7.36,7.47,4.53,8893
18296,0.23,Ideal,F,VVS2,62.0,56.0,3.92,3.98,2.45,530
20204,1.01,Ideal,I,VS1,62.9,56.0,6.43,6.38,4.03,4118
7470,0.42,Ideal,D,SI2,61.1,55.0,4.82,4.86,2.96,660
1053,0.38,Premium,E,SI2,61.6,57.0,4.65,4.61,2.85,812
14969,0.51,Very Good,F,VVS2,62.0,55.0,5.11,5.14,3.17,2041
16187,1.52,Premium,D,SI1,60.8,61.0,7.39,7.26,4.45,11220
13258,0.72,Ideal,I,VS1,61.4,58.0,5.73,5.77,3.53,2498
10173,0.53,Ideal,E,VS1,61.5,57.0,5.22,5.25,3.22,1928
17252,0.58,Ideal,D,SI2,60.9,56.0,5.4,5.44,3.3,1607
18412,1.73,Premium,I,VS1,62.2,59.0,7.65,7.62,4.75,12674
15075,0.71,Ideal,E,SI1,61.9,56.0,5.71,5.73,3.54,2756
12779,1.0,Fair,I,I1,64.5,58.0,6.33,6.1,4.01,2035
6177,0.51,Premium,H,VS2,58.5,61.0,5.26,5.23,3.07,1359
10738,0.38,Ideal,G,VVS2,60.7,57.0,4.7,4.73,2.86,873
13850,0.93,Premium,E,SI2,60.5,57.0,6.37,6.32,3.84,4250
20786,0.55,Very Good,F,SI1,,57.0,5.17,5.21,3.3,1271
26404,0.32,Premium,I,SI2,60.0,58.0,4.48,4.45,2.68,530
5686,1.01,Very Good,G,SI1,63.2,59.0,6.36,6.32,4.01,5113
21875,0.35,Very Good,E,SI1,61.9,58.0,4.49,4.52,2.79,614
4639,0.41,Ideal,F,VVS2,61.9,55.0,4.78,4.79,2.96,1115
1443,2.01,Ideal,G,SI1,61.6,57.0,8.08,8.0,4.95,12829
955,0.45,Ideal,I,VS1,61.9,54.0,4.95,4.97,3.07,825
5331,0.3,Ideal,J,VS1,62.2,57.0,4.27,4.28,2.66,411
19223,1.09,Ideal,F,SI1,62.0,56.0,6.61,6.56,4.08,5768
25899,0.36,Premium,F,SI1,,59.0,4.62,4.58,2.81,770
20659,1.5,Premium,G,VS2,62.5,59.0,7.28,7.32,4.56,12196
9129,2.01,Good,I,SI1,64.1,62.0,7.85,7.94,5.06,13464
22340,1.0,Good,F,SI1,63.8,58.0,6.28,6.22,3.99,4586
18112,1.52,Ideal,H,VS2,62.4,58.0,7.3,7.37,4.58,11272
18977,1.51,Good,E,I1,63.6,60.0,7.3,7.26,4.63,5647
17573,0.32,Ideal,I,VS2,63.0,55.0,4.39,4.34,2.75,576
13453,0.7,Ideal,F,SI1,60.7,57.0,5.78,5.82,3.52,2671
24864,0.7,Ideal,E,SI1,61.8,56.0,5.72,5.68,3.52,2576
10994,0.38,Premium,I,VS2,61.8,59.0,4.64,4.61,2.86,812
8600,2.0,Premium,J,VS1,63.0,58.0,8.04,7.99,5.05,9296
2177,0.7,Ideal,G,VS1,61.1,56.0,5.72,5.74,3.5,3017
26129,0.38,Very Good,G,VS1,61.9,54.0,4.65,4.69,2.89,693
20975,0.5,Premium,D,VS2,,59.0,5.09,5.04,3.11,1614
14331,1.01,Very Good,F,SI1,62.9,57.0,6.35,6.4,4.01,6075
24851,0.59,Premium,E,VS2,60.1,59.0,5.46,5.42,3.27,2578
13238,0.53,Ideal,G,VVS2,62.5,54.0,5.21,5.19,3.25,1914
11476,0.31,Very Good,G,VVS1,63.1,56.0,4.35,4.33,2.74,1046
23816,1.11,Ideal,I,SI1,62.4,55.0,6.6,6.64,4.13,4273
19025,1.0,Premium,E,SI2,60.7,58.0,6.45,6.38,3.9,3763
22423,0.3,Ideal,I,VS1,61.5,58.0,4.28,4.31,2.64,454
220,0.24,Very Good,H,VVS2,61.4,57.0,4.02,4.04,2.47,449
14561,0.33,Ideal,D,VS2,61.8,56.0,4.45,4.48,2.76,781
18092,1.01,Premium,F,VS2,61.7,58.0,6.47,6.43,3.98,7240
24426,0.7,Premium,D,SI1,62.8,60.0,5.68,5.66,3.56,2782
4472,1.22,Premium,I,SI1,61.2,59.0,6.86,6.9,4.21,5368
21398,0.5,Ideal,D,VVS2,61.0,56.0,5.11,5.15,3.13,2272
25379,0.7,Fair,F,SI1,66.0,56.0,5.59,5.56,3.68,2121
20050,0.3,Very Good,G,VS1,62.9,60.0,4.26,4.29,2.69,605
3926,0.36,Premium,G,VS2,62.5,58.0,4.55,4.51,2.83,756
12322,0.71,Premium,F,SI1,60.9,59.0,5.74,5.69,3.48,2198
14295,0.4,Premium,H,VVS2,60.6,60.0,4.79,4.75,2.89,1125
6933,0.5,Very Good,E,SI2,61.3,56.0,5.08,5.13,3.13,1154
7900,0.83,Premium,G,SI2,61.6,57.0,6.06,6.02,3.72,2749
3783,1.51,Very Good,G,VS1,62.9,58.0,7.32,7.41,4.63,13378
18722,1.59,Ideal,H,VS2,60.7,61.0,7.56,7.5,4.57,11437
19768,1.0,Premium,J,SI1,62.7,57.0,6.4,6.33,3.99,3416
8119,0.32,Very Good,F,VS2,62.8,57.0,4.33,4.36,2.73,645
11301,0.4,Very Good,E,VVS2,63.5,54.0,4.69,4.73,2.99,1017
23622,0.31,Ideal,H,SI2,61.1,56.0,4.4,4.42,2.69,421
13812,0.5,Premium,H,SI1,58.7,59.0,5.15,5.11,3.01,1091
5425,2.11,Ideal,J,VS1,61.8,56.2,8.2,8.23,5.07,15766
14968,2.26,Very Good,H,SI2,63.2,58.0,8.38,8.26,5.26,13095
8827,0.7,Premium,H,VS2,61.0,59.0,5.72,5.65,3.47,2251
16689,0.91,Ideal,J,VS2,61.9,58.0,6.18,6.22,3.84,3299
22511,0.3,Ideal,I,SI2,61.9,56.0,4.3,4.32,2.67,367
21290,0.81,Ideal,F,SI2,62.6,55.0,5.92,5.96,3.72,2795
5847,1.01,Very Good,I,VS2,62.3,60.0,6.33,6.41,3.97,4666
18390,1.01,Good,E,SI1,63.8,60.0,6.31,6.36,4.04,4179
16020,0.73,Ideal,E,SI2,61.8,58.0,5.77,5.81,3.58,2805
10015,1.23,Premium,F,VS2,60.8,59.0,6.94,6.9,4.21,9122
8604,1.03,Premium,H,SI2,62.3,59.0,6.46,6.42,4.01,4153
14001,1.15,Very Good,D,SI2,61.8,61.0,6.62,6.69,4.11,5186
2135,0.9,Good,G,VS1,63.6,58.0,6.12,6.09,3.88,4460
8719,0.9,Very Good,E,SI2,63.2,61.0,6.06,5.99,3.81,3239
11948,0.5,Very Good,E,SI2,62.4,57.0,5.03,5.07,3.15,1154
5446,0.74,Ideal,D,SI2,61.7,55.0,5.81,5.85,3.6,2810
19529,0.28,Ideal,H,VS2,61.9,55.0,4.2,4.23,2.61,467
1778,0.37,Good,D,SI1,63.7,55.0,4.55,4.59,2.91,681
23971,0.36,Premium,E,VS2,60.3,59.0,4.64,4.58,2.78,1013
24064,0.42,Ideal,E,VS2,62.3,55.0,4.83,4.77,2.99,1024
3762,1.05,Ideal,E,VS1,62.1,56.0,6.57,6.48,4.05,9160
11765,0.7,Very Good,D,SI2,60.9,60.0,5.68,5.72,3.47,1990
16009,0.96,Fair,J,SI1,67.3,56.0,6.06,6.01,4.06,2517
4719,0.38,Very Good,H,VVS1,,58.0,4.71,4.76,2.8,967
22564,0.32,Very Good,F,VS2,62.8,53.0,4.34,4.38,2.74,645
16588,1.5,Premium,D,SI2,58.7,57.0,7.48,7.42,4.37,9173
22183,1.0,Very Good,F,VVS1,61.1,57.0,6.36,6.51,3.93,9870
6323,1.55,Ideal,I,SI1,62.3,54.8,7.37,7.39,4.61,9117
22492,0.77,Very Good,G,VS2,62.8,59.0,5.81,5.84,3.66,3124
203,0.72,Ideal,G,SI2,61.5,55.0,5.79,5.82,3.57,2420
19557,1.19,Ideal,F,VS2,62.0,57.0,6.78,6.76,4.2,8415
16360,0.33,Very Good,H,SI2,63.5,57.0,4.39,4.36,2.78,534
14021,0.78,Very Good,H,SI2,62.9,55.0,5.83,5.87,3.68,2125
1974,0.43,Ideal,I,VVS2,60.9,57.0,4.85,4.9,2.97,929
20319,1.06,Very Good,F,SI1,,57.0,6.58,6.68,4.06,5142
7749,1.01,Fair,G,SI2,59.8,66.0,6.42,6.48,3.86,3816
9178,0.51,Ideal,G,VS2,61.0,56.0,5.17,5.2,3.16,1585
20725,0.61,Premium,H,SI1,59.5,62.0,5.55,5.51,3.29,1382
21748,0.58,Ideal,F,VS2,62.1,55.0,5.33,5.37,3.32,1666
7738,0.4,Good,E,SI1,63.6,57.0,4.69,4.65,2.97,882
18002,0.31,Ideal,F,VS1,61.5,54.0,4.36,4.39,2.69,642
24706,0.31,Very Good,H,VS1,62.8,58.0,4.29,4.31,2.7,544
13237,0.52,Ideal,I,VS2,61.9,58.0,5.14,5.17,3.19,1232
20346,2.03,Very Good,E,SI2,,58.0,7.91,7.94,5.05,16412
5537,1.14,Ideal,F,VVS1,60.1,60.0,6.79,6.83,4.09,11226
25040,0.31,Very Good,E,SI1,63.3,55.0,4.36,4.33,2.75,698
23491,0.38,Very Good,F,VS2,59.7,57.0,4.73,4.79,2.84,752
18494,0.31,Ideal,E,VS2,61.9,55.0,4.39,4.36,2.71,872
12132,0.26,Good,H,VVS2,63.3,58.0,4.04,4.08,2.57,468
25994,1.93,Ideal,F,SI1,59.5,60.0,8.1,8.13,4.83,18306
14380,1.17,Good,I,SI1,60.0,64.0,6.91,6.83,4.12,4586
14688,0.32,Very Good,E,IF,61.4,55.0,4.43,4.46,2.73,1018
10881,0.42,Ideal,D,VS2,61.2,56.0,4.84,4.8,2.95,1103
23474,0.54,Ideal,D,VVS2,61.3,56.0,5.22,5.26,3.21,2671
8980,0.72,Ideal,E,VS1,62.1,54.0,5.74,5.76,3.57,3690
6515,0.56,Ideal,D,VS2,61.1,56.0,5.3,5.33,3.25,1963
17323,0.77,Ideal,I,SI1,61.7,56.0,5.89,5.91,3.64,2382
12581,2.1,Ideal,F,SI2,61.0,60.0,8.22,8.2,5.01,18124
740,0.51,Ideal,G,VVS2,61.9,55.0,5.15,5.19,3.2,1875
26233,0.46,Very Good,D,VS2,60.9,58.0,4.94,4.97,3.02,1326
731,0.27,Very Good,D,VVS2,64.6,53.0,4.04,4.1,2.63,575
13887,1.0,Premium,G,SI2,62.5,59.0,6.41,6.33,3.98,3136
25932,0.7,Ideal,D,SI1,61.8,55.0,5.72,5.74,3.54,3471
17502,0.72,Premium,G,VS2,61.4,57.0,5.83,5.77,3.56,2550
18856,0.56,Ideal,E,VS1,61.0,57.0,5.32,5.34,3.25,1978
1663,1.18,Ideal,I,VS1,62.2,55.0,6.8,6.77,4.22,6272
2269,1.0,Very Good,F,VS1,58.4,63.0,6.58,6.47,3.81,6021
2830,1.01,Ideal,H,SI1,61.2,57.0,6.42,6.47,3.95,5387
11760,0.8,Very Good,H,VS2,62.8,57.0,5.87,5.91,3.7,2808
6112,1.1,Very Good,F,VS2,63.5,55.0,6.58,6.52,4.16,5218
19842,1.0,Fair,D,SI2,64.8,60.0,6.23,6.18,4.02,3304
16461,1.01,Ideal,F,VS1,62.0,57.0,6.46,6.42,3.99,7887
21173,0.95,Premium,F,SI1,62.9,59.0,6.24,6.13,3.89,4682
9268,0.53,Very Good,F,SI1,61.7,55.0,5.22,5.24,3.23,1370
